LA_Name,LA_Code,MLSOA_Code,LLSOA_Code,Ordinary_Cons_kWh,EC_7_Cons_kWh,Total_Cons_kWh,Num_ordinary_meters,Num_econ_7_meters,Num_total_meters,Ave_ord_cons_kWh_per_meter,Average_econ_7_cons_kWh_per_meter,Average_domestic_cons_kWh_per_meter
 Adur , UKJ2401 , E02006534 , E01031349 ,"1,548,695","825,383","2,374,078",382,181,563,"4,054","4,560","4,217"
