Region_code,Region_name,Local_authority_code,Local_authority_name,MSOA_Code,MSOA_Name,LSOA_Code,LSOA_Name,All_usual_residents,Household_residents,Communal_establishment_residents,,Area_hectares,density_Persons_per_hectare,,Households_with_usual_residents,Average_Persons_per_household,Households_per_hectare
E12000001,NORTH EAST,E06000047,County Durham UA,E02004297,County Durham 001,E01020634,County Durham 001A,"1,563","1,517",46,,650,2.4,,666,2.3,1.024615385
