GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_Name,wardcode,ward_name,MSOA_CODE,MSOA_NAME,lsoacode,LSOA_NAME,IMD,IMD_rank,Income_Score,Rank_of_Income_Score,Deciles_IMD_Income_Rank,IMD_Population,FPI_full_2003,FPI_basic_2003,No_of_Solid_Wall,No_of_off_gas,Total_Households,Total_Residents,pc_solid,pc_fpi_full_2003,pc_offgas,All_Households,Owned,Social_rented,Private_rented,Living_rent_free,pc_Owned,pc_Social_rented,pc_Private_rented,pc_Living_rent_free,All_People,Morphology_Name_no_commas,Morphology_Code,Morphology_Name,Context_Code,Context_Name,Combined_Code,Combined_Name
London,,,00AA,City of London,00AAFA,Aldersgate,E02000001,City of London 001,E01000001,City of London 001A,5.83,29006,0.01,32389,10,1632,38.25,50.43,4,843,1007,1521,0.40%,3.80%,83.70%,989,698,51,208,32,70.60%,5.20%,21.00%,3.20%,1599,Urban > 10K,1,Urban > 10K,0,Less Sparse,4,Urban > 10K - Less Sparse
